INDEX_ESTUDIANTE ,ESTRATO,EDAD,GENERO, DEMOGRAFIA SOCIO FAMILIAR,PROBLEMÁTICAS SOCIO FAMILIARES,ESTABILIDAD SOCIO-AFECTIVAS, LOS HÁBITOS DE ESTUDIO ,ESTILO DE APRENDIZAJE ,ESTRATEGIA DE APRENDIZAJE ,ESPACIO PERSONAL ,R ESTUDIO TRABAJO,R TIME ESTUDIO TRABAJO ,HABITOS PSICO-ACTIVOS 
949,1,26,1,6,0.2915214194,0.7469081935,0.03571428571,0.3858008824,0.8481560891,1,0,2.4,0.1428571429
950,5,34,1,2,0.7740291604,0.8786432401,0.03571428571,0.5038660763,0.5916486386,0,0,1,-0.25
951,4,34,1,5,0.130075951,0.5314999629,0.02678571429,0.6029890243,0.6280866396,1,0,3,-0.125
952,5,24,-1,6,0.2868506266,0.8875802935,0.01785714286,0.4800040737,0.02578134172,0,0,1.142857143,-0.1111111111
953,1,31,1,2,0.2587917522,0.4891728862,0.01785714286,0.4859003599,0.1579846465,1,0,1.5,-0.1111111111
954,4,24,0,6,0.05735031737,0.7039777523,0.008928571429,0.4011032119,0.3182405512,0,0,2,0.1111111111
955,5,30,-1,7,0.3377212879,0.4641858356,0.03571428571,0.8414052512,0.7566885836,1,0,1.2,-0.25
956,2,24,0,7,0.7059424446,0.514250518,0,0.8380869093,0.5186006802,0,1,0.75,-1
957,5,22,1,5,0.4486258156,0.3279860074,0,0.9119414687,0.06754535482,1,0,1.5,0.1111111111
958,4,34,1,2,0.9462397419,0.3575829117,0.03571428571,0.3738272641,0.9171656743,0,0,3,0
959,5,16,0,7,0.999920794,0.6685313603,0,0.9444052971,0.08501030046,1,1,0.8571428571,0
960,1,18,0,4,0.1929628445,0.07380637283,0.03571428571,0.6751310814,0.8043001945,1,0,0.8571428571,0
961,2,30,1,1,0.920201723,0.8898984571,0.02678571429,0.9083225851,0.6057913081,1,1,1.2,-0.3333333333
962,5,17,-1,5,0.5767260993,0.1704748194,0.02678571429,0.8974084803,0.6717519176,0,1,0.75,0
963,3,35,1,3,0.8100027542,0.8466215535,0.03571428571,0.333445477,0.04346933503,0,1,2.4,0.5
964,3,16,-1,6,0.3794629671,0.7880368954,0.03571428571,0.1123024129,0.9488832667,0,0,0.8571428571,-0.5
965,2,30,-1,2,0.1200961933,0.5526192771,0.008928571429,0.04789904462,0.8017264713,0,1,1.142857143,-1
966,4,17,0,2,0.4685278347,0.73177292,0.02678571429,0.03770367042,0.4399152297,0,1,1,0.25
967,4,25,-1,1,0.119620814,0.6279201904,0.03571428571,0.709699222,0.07688392366,1,1,2.4,0
968,3,18,1,7,0.401021265,0.7424457602,0.03571428571,0.6090705574,0.1818796432,1,0,1.2,0
969,2,29,-1,5,0.1205476092,0.2286781017,0.01785714286,0.4534848074,0.2985605396,0,0,0.75,0.5
970,4,26,0,2,0.3529820646,0.631323314,0.008928571429,0.8383553772,0.6185773082,0,0,1,0.1428571429
971,4,25,-1,6,0.2077411419,0.2325219398,0.03571428571,0.2216230204,0.5204462294,1,1,1.142857143,0
972,3,32,0,1,0.7455013277,0.8056555681,0.02678571429,0.04902524201,0.4094275748,0,0,1.2,0
973,5,34,-1,4,0.2668158229,0.3918408383,0.008928571429,0.6498175471,0.1533580699,1,1,1.333333333,0.1111111111
974,4,19,1,6,0.4706397104,0.8634939334,0.01785714286,0.3989410097,0.2240204519,1,1,0.8571428571,-0.1428571429
975,1,22,-1,7,0.9451613036,0.2262632488,0.01785714286,0.9516916291,0.06119908102,0,0,2,-1
976,5,28,1,4,0.5277478868,0.006966155315,0.01785714286,0.6628900088,0.858170619,0,1,1.333333333,0
977,4,19,0,6,0.9743308272,0.2908276775,0,0.5486424486,0.397835216,0,0,1.2,-0.125
978,3,27,-1,4,0.963252675,0.7851775474,0.03571428571,0.4583951158,0.5244285671,0,1,1,0
979,5,19,0,6,0.03324101504,0.5510112627,0.01785714286,0.1590391351,0.6892826444,0,1,1.2,1
980,3,16,-1,5,0.5464036353,0.2655906456,0.01785714286,0.4864565035,0.2827998294,1,1,1.5,0
981,3,18,0,4,0.6594865204,0.327110078,0.01785714286,0.3674212467,0.7103710909,0,1,2,0
982,3,26,0,2,0.1264794598,0.8892025936,0.03571428571,0.3069160358,0.08371436769,1,0,1.5,0
983,4,34,0,6,0.09806462854,0.2800513022,0,0.9969699217,0.1770065784,1,0,2,0.1428571429
984,1,17,-1,7,0.1045056469,0.5926326936,0.01785714286,0.669327013,0.5772986177,0,1,1.142857143,0
985,1,22,1,3,0.999849741,0.3245389102,0.008928571429,0.798774585,0.2924649039,1,0,1.142857143,-0.5
986,5,21,-1,4,0.6499882919,0.991265626,0,0.327107835,0.7173349071,1,0,1.2,-0.1
987,3,23,-1,3,0.4925437414,0.0338452783,0.008928571429,0.4252794654,0.7263418148,1,0,1.5,-0.25
988,4,24,1,2,0.9202469413,0.5831571216,0.02678571429,0.5372665616,0.7559242893,1,0,1.6,0.2
989,3,33,-1,1,0.9002189973,0.8882834569,0.03571428571,0.4831174642,0.7547843289,0,0,2.4,-0.1666666667
990,4,17,0,5,0.5507372462,0.7341637993,0.03571428571,0.4113973631,0.7211488094,0,0,2.4,0
991,2,26,1,4,0.6990073191,0.695534659,0,0.757051866,0.4967160042,1,1,1.333333333,-0.1666666667
992,1,25,-1,1,0.5177652641,0.1807453102,0,0.8666303885,0.1146868401,0,1,1.5,0.3333333333
993,1,35,0,6,0.6903811638,0.2390366796,0.03571428571,0.7910492088,0.4986141054,0,1,1.5,0
994,1,25,1,1,0.3030632753,0.587519101,0.008928571429,0.9178051398,0.8134702922,1,0,1.2,1
995,3,24,-1,5,0.7336164409,0.988413197,0.01785714286,0.7180772713,0.2650346034,1,1,1.142857143,0
996,3,35,1,1,0.2700476203,0.3307159121,0.02678571429,0.3537460576,0.9475618325,0,1,1.714285714,0
997,5,24,0,1,0.1985786808,0.8156695205,0,0.0949103824,0.7279287347,0,0,3,0.2
998,2,31,1,7,0.6858132292,0.7643509852,0.01785714286,0.7099382134,0.5283265772,1,0,3,0
999,3,27,-1,2,0.931478902,0.6191968911,0.02678571429,0.05425913309,0.4786399772,0,0,1.2,-0.125
1000,1,16,-1,6,0.7670159766,0.2407300789,0.03571428571,0.7552944877,0.4739012613,0,1,0.75,0.3333333333
1001,4,31,0,2,0.4316138989,0.5654927164,0,0.1005215419,0.8454760905,1,1,1.333333333,0.1666666667
1002,2,20,1,1,0.1021014202,0.687767359,0.03571428571,0.1796117081,0.3145265907,0,1,1.333333333,-0.125
1003,5,18,-1,3,0.9376289679,0.05126886852,0.008928571429,0.5983578563,0.4394586313,0,1,1,-0.2
1004,1,24,0,3,0.4015854628,0.5387899908,0,0.637646939,0.6344823955,0,1,0.75,-0.2
1005,3,22,0,3,0.64818073,0.1860121355,0.03571428571,0.4204695217,0.5731741422,1,0,1.333333333,-0.125
1006,1,31,-1,5,0.5813803865,0.8217082498,0.01785714286,0.9717952561,0.3305012033,0,1,1.2,0
1007,5,24,0,3,0.6440757492,0.551179971,0.02678571429,0.302143702,0.3038767321,0,1,1.5,-0.1428571429
1008,3,25,0,5,0.004963912856,0.6586782545,0.01785714286,0.103780389,0.13336137,0,1,3,0.2
1009,3,30,0,4,0.6364288157,0.6455392757,0.03571428571,0.3994087708,0.6927858344,0,0,1.714285714,0.5
1010,4,26,0,6,0.3463622807,0.829090854,0,0.4216195455,0.8789756656,0,0,1.5,-0.125
1011,5,18,1,3,0.196913255,0.9495359485,0.01785714286,0.05350833068,0.9979227444,1,1,3,-0.1111111111
1012,1,31,0,7,0.01968714068,0.2916748097,0.02678571429,0.2658070149,0.5411750169,1,0,0.8571428571,-0.25
1013,4,28,-1,5,0.9999283043,0.09224575016,0.01785714286,0.2496969409,0.8272520831,1,0,0.8571428571,-0.1666666667
1014,4,19,1,7,0.7189305065,0.1388679631,0.03571428571,0.4719668184,0.5983875821,0,0,1,1
1015,3,25,-1,3,0.05002416034,0.5740050149,0,0.130311638,0.031124834,0,1,2,0
1016,1,17,-1,7,0.07486170308,0.7209269327,0.008928571429,0.5993173981,0.4327604599,1,0,0.75,0.25
1017,2,25,0,3,0.2181186323,0.7622268942,0.01785714286,0.8222854058,0.176226325,1,1,0.75,0.2
1018,2,18,0,4,0.2495325579,0.0904267006,0.01785714286,0.06770888925,0.9195644964,1,0,2,0.1
1019,2,22,0,2,0.363198336,0.04753009968,0.01785714286,0.8937158937,0.5449504654,0,0,1.5,0
1020,3,26,1,6,0.9228129861,0.3011374633,0.03571428571,0.6526521268,0.4079392739,0,1,1.5,-0.3333333333
1021,2,28,-1,2,0.1779875037,0.7168662735,0.03571428571,0.8231366188,0.5812687074,1,1,1,0.125
1022,5,18,0,6,0.2836465562,0.8794178475,0.008928571429,0.7189447159,0.9065273182,1,0,3,0
1023,1,27,0,1,0.8325260363,0.09893211181,0.008928571429,0.7934871699,0.7530237567,1,0,0.75,0
1024,5,25,1,4,0.5098132688,0.2612748087,0,0.8898791173,0.4390390453,0,1,2,0.25
1025,5,34,1,2,0.773141548,0.1782694019,0.008928571429,0.9895426729,0.7268214218,0,1,2,0.125
1026,1,29,0,3,0.7267656771,0.5535204996,0.01785714286,0.09062918493,0.429386865,1,0,1,0
1027,5,19,-1,1,0.2997152339,0.2059423271,0.03571428571,0.946219012,0.2203561336,1,0,1.714285714,-0.3333333333
1028,3,22,-1,5,0.4857907662,0.3917977465,0.03571428571,0.7206694459,0.3022017195,1,0,1.714285714,-0.25
1029,1,21,1,7,0.03459301547,0.8887614827,0.02678571429,0.6635697745,0.6825012862,1,1,1.142857143,0
1030,5,17,1,3,0.5359457633,0.299810918,0,0.1097731059,0.6651528081,1,0,1,-0.1428571429
1031,4,31,-1,4,0.2145210864,0.7823029606,0.02678571429,0.4546616186,0.1876141096,0,1,1.6,-0.1428571429
1032,2,34,1,2,0.7088974807,0.03042710528,0.02678571429,0.01342745629,0.8817553485,1,0,0.8571428571,0.25
1033,5,30,1,2,0.09450217458,0.2964206305,0,0.3414558961,0.3604094489,0,0,1.5,-0.3333333333
1034,3,27,1,6,0.4513139774,0.2273180125,0.01785714286,0.1839343104,0.188875572,0,1,3,0.1666666667
1035,1,17,-1,1,0.2207649655,0.7309270603,0,0.2623147746,0.3739876576,0,0,0.75,0.3333333333
1036,1,16,1,4,0.2705400325,0.08178515419,0.008928571429,0.5999456638,0.8879012359,1,0,2,0.1
1037,3,29,0,3,0.08977787856,0.4633446667,0.02678571429,0.1381401544,0.7980721745,0,1,0.75,0
1038,1,19,0,1,0.6850365808,0.7790125062,0.01785714286,0.6960081744,0.4028934543,0,0,3,0
1039,4,27,1,3,0.8014593648,0.5142103528,0.02678571429,0.6821703451,0.388511314,1,1,1.142857143,0.1666666667
1040,2,28,1,6,0.2549543182,0.5962631018,0.03571428571,0.4605185245,0.9976964676,1,1,2,-1
1041,1,21,1,5,0.8868538277,0.4068259519,0.02678571429,0.6852034925,0.4832910096,0,0,2.4,0.2
1042,5,30,0,1,0.7080967053,0.806890697,0.02678571429,0.9803652385,0.7560587089,1,0,1.6,0.25
1043,4,24,0,1,0.05234397501,0.4404388352,0.01785714286,0.8019664363,0.04472947018,0,0,0.75,0
1044,2,34,0,7,0.854631163,0.6922655321,0.008928571429,0.427863923,0.6177869805,0,0,1,0.3333333333
1045,2,23,-1,3,0.2521215426,0.1158352732,0,0.7783527832,0.2115940283,1,0,0.8571428571,0.25
1046,5,32,1,5,0.916833761,0.2119775822,0,0.4941725587,0.1276679742,1,0,1.714285714,0.2
1047,4,26,-1,3,0.2556777295,0.6318380219,0.01785714286,0.7505416523,0.5073862379,1,0,0.75,-0.125
1048,3,26,-1,4,0.5888774498,0.3335203239,0.03571428571,0.3663640368,0.3745740174,1,1,0.75,-0.125
1049,5,23,0,5,0.8044155291,0.7361928287,0.008928571429,0.1071812948,0.2101449446,1,1,1,0.125
1050,2,24,-1,6,0.8215479298,0.8879885333,0.01785714286,0.8752745439,0.8924238855,1,1,1,-0.2
1051,2,35,0,2,0.9974200464,0.1251610918,0.03571428571,0.3108547514,0.3023594262,1,1,0.8571428571,0
1052,3,24,1,4,0.2175224025,0.6694310919,0.008928571429,0.8700531741,0.06347265163,1,1,1.6,-0.5
1053,1,31,-1,5,0.7666095654,0.3875301249,0.008928571429,0.6352899769,0.4738798063,1,1,1,0.5
1054,2,29,0,5,0.4785750124,0.513052517,0.02678571429,0.02429808535,0.5431064628,0,1,1,0
1055,2,19,-1,2,0.1109740564,0.759814459,0.008928571429,0.5849615326,0.792346912,1,0,2,0.2
1056,1,19,0,5,0.5052569358,0.31148882,0.03571428571,0.5784420173,0.1336479338,1,1,1.5,0
1057,2,21,1,3,0.1827979828,0.7636239048,0.03571428571,0.6529563204,0.4403060018,0,0,3,-0.125
1058,1,24,1,6,0.1850878912,0.508314073,0.03571428571,0.2636858644,0.3267341101,0,1,2.4,0.125
1059,5,24,0,6,0.7394533276,0.9313712911,0.01785714286,0.3547169522,0.7608535661,0,0,2,0.1
1060,2,25,0,6,0.274319027,0.05254756627,0.02678571429,0.2336837966,0.8480908783,0,0,2.4,-0.1666666667
1061,2,18,-1,3,0.8856989544,0.07490932373,0,0.1973883291,0.2788116696,1,1,2.4,-0.125
1062,5,35,0,1,0.9724830573,0.2253950143,0.008928571429,0.01015059913,0.1478460184,1,0,1.6,0
1063,3,31,0,7,0.2859730623,0.9299249363,0.01785714286,0.4391977983,0.2558146927,0,0,1.5,0.1666666667
1064,4,28,-1,4,0.1842156971,0.1383095323,0.02678571429,0.5957506499,0.04112244937,1,0,1.142857143,0
1065,5,27,-1,1,0.08583170512,0.01795640751,0.01785714286,0.427203054,0.1884981938,0,0,1.5,0
1066,2,23,1,6,0.169561701,0.1366115344,0,0.24958255,0.0091390348,1,1,1,0
1067,4,32,1,4,0.9677553153,0.4430855167,0.01785714286,0.7258169664,0.8217323301,1,1,1.2,-1
1068,4,22,-1,5,0.3968981818,0.27165215,0.01785714286,0.294203,0.8963914527,0,1,1.2,-1
1069,3,20,0,6,0.009682832024,0.3014202068,0.02678571429,0.6481206722,0.1854621676,0,0,1,0
1070,5,35,1,3,0.2608168376,0.4825056014,0,0.424730812,0.495043653,0,0,1.333333333,0
1071,5,18,1,3,0.1048772345,0.8825249591,0.03571428571,0.646827497,0.6954888986,1,0,1.333333333,-0.125
1072,4,27,-1,4,0.7242836217,0.07047049278,0.03571428571,0.6257989024,0.388157447,1,0,1.142857143,0
1073,4,18,1,4,0.5384916239,0.8214517258,0.008928571429,0.01596672896,0.9161173878,0,1,2.4,0
1074,2,30,1,1,0.4379890742,0.4806643903,0,0.1360190645,0.2579255235,0,0,1,0.1666666667
1075,3,34,0,6,0.1582802022,0.4908268019,0,0.6863909304,0.4560420053,1,0,1.2,-0.25
1076,4,26,0,7,0.01224318431,0.708496265,0.03571428571,0.2066040572,0.9671272038,0,0,2,0
1077,5,31,-1,7,0.2924481229,0.8617833605,0.01785714286,0.4909264182,0.05756168286,0,1,2,0
1078,2,35,-1,2,0.6346557117,0.8179649363,0,0.3146445688,0.139450232,1,1,1.2,0
1079,4,28,0,7,0.8841968624,0.7019992314,0,0.03561116986,0.001993591789,0,0,0.75,0
1080,4,24,0,6,0.3911530511,0.9460943535,0,0.2554276769,0.7293396987,1,1,3,0.1111111111
1081,4,25,-1,4,0.0670113773,0.6946787936,0,0.3835968456,0.8591570061,1,1,1.5,0
1082,1,27,0,2,0.4439688125,0.7352956254,0.01785714286,0.2546487559,0.4512508619,0,0,3,0
1083,2,34,1,4,0.7934420397,0.9643606978,0.01785714286,0.7639113307,0.583565175,0,0,1.6,-0.1111111111
1084,5,30,0,1,0.6178311039,0.7043265326,0.02678571429,0.1223229399,0.6825710135,1,0,2.4,0.1428571429
1085,2,32,-1,3,0.9587201315,0.6786643339,0.01785714286,0.8187341977,0.3414058136,1,1,1,-0.1666666667
1086,1,31,-1,5,0.1487601711,0.5694702844,0.02678571429,0.08693670381,0.04938915805,0,0,1.2,-0.125
1087,1,28,-1,3,0.394052765,0.188609766,0,0.8448580409,0.9368002104,1,1,1.714285714,-0.1
1088,2,35,0,4,0.0471592714,0.7506113316,0,0.4815553739,0.8194569793,1,1,1.6,0
1089,1,23,0,3,0.9172814582,0.3874349864,0.03571428571,0.6466948368,0.5988704663,1,0,2.4,-0.125
1090,1,17,-1,1,0.1410818602,0.1414640247,0.01785714286,0.943261968,0.1662029161,1,1,0.8571428571,0.25
1091,5,33,-1,2,0.4545514833,0.1567418246,0.02678571429,0.06301389746,0.3578539906,0,0,2,0.25
1092,5,29,-1,5,0.8039171616,0.9480979101,0.02678571429,0.3828561329,0.5200083024,1,0,1,0.1
1093,5,34,0,2,0.8288875811,0.4615548256,0,0.755420524,0.5532964204,1,0,0.8571428571,-0.125
1094,5,25,-1,2,0.2748532119,0.8732651612,0.01785714286,0.1919819227,0.5109836829,0,1,2,-0.1666666667
1095,2,16,-1,5,0.7526456135,0.6190769474,0,0.2356254801,0.8140197903,0,1,0.8571428571,1
1096,4,25,1,6,0.4763300269,0.8734109965,0,0.09794143572,0.3384193476,0,1,1.5,0
1097,2,29,1,2,0.5726246944,0.7505486155,0.03571428571,0.3774197524,0.3712643492,1,1,2,-0.1
1098,5,20,1,1,0.180636613,0.9775503948,0.03571428571,0.7299282967,0.9175304468,0,0,0.8571428571,0.125
1099,4,18,0,2,0.4704660286,0.4170152859,0.03571428571,0.3089308141,0.9156799096,1,0,1.5,0.5
1100,5,24,-1,3,0.1225600975,0.4287127699,0.01785714286,0.4111934104,0.4800479741,0,1,0.8571428571,0
1101,5,18,1,4,0.797502018,0.9077070962,0,0.8465484521,0.5976101124,0,0,2.4,0
1102,4,32,1,2,0.2756654948,0.4950556208,0.01785714286,0.3860264887,0.8019763928,1,0,3,0.3333333333
1103,2,35,1,5,0.5624854059,0.7982370823,0.01785714286,0.7335968204,0.7696586387,1,0,1,-0.125
1104,4,33,1,7,0.5698473459,0.3640670018,0.03571428571,0.6840616916,0.2441710827,1,0,2.4,-0.25
1105,3,33,-1,2,0.442043054,0.9134061825,0.03571428571,0.3384955248,0.8615156632,0,0,2,0
1106,5,26,0,2,0.1251002822,0.3539276549,0.008928571429,0.03233619782,0.8983877607,1,0,1.333333333,0
1107,2,35,0,3,0.056047261,0.138916592,0.02678571429,0.08727391192,0.3994936221,0,1,1.5,0.1428571429
1108,2,17,1,4,0.8932317451,0.3848795124,0,0.6721592131,0.3965962254,0,0,1.714285714,0.1
1109,3,34,-1,4,0.2615454143,0.03496536134,0.02678571429,0.4267293861,0.7865879972,1,0,1.142857143,0.1666666667
1110,4,22,1,6,0.9520887925,0.9935073724,0.01785714286,0.006974765558,0.1624848622,1,1,2,0
1111,2,23,-1,4,0.3469749542,0.5541206262,0.02678571429,0.1944810879,0.5519310561,0,1,1.142857143,-0.1428571429
1112,3,25,-1,5,0.5867661066,0.7467281375,0.01785714286,0.6921894032,0.8434371434,1,1,2,0.1428571429
1113,2,24,0,1,0.8400293038,0.4820487855,0.02678571429,0.8022637075,0.4794073947,0,1,1.142857143,0
1114,1,20,0,6,0.4545600135,0.4319080939,0.008928571429,0.9309246176,0.375437285,0,0,1.6,-0.125
1115,2,18,-1,1,0.1240190763,0.3629138146,0.008928571429,0.995011943,0.311489085,0,0,0.75,-0.5
1116,2,33,-1,2,0.28485507,0.9361846784,0.008928571429,0.3227566824,0.1033366069,0,0,1,-0.1111111111
1117,2,32,-1,3,0.7445592849,0.4863378166,0,0.2409525335,0.6829402532,0,0,0.75,-0.2
1118,1,20,1,3,0.665780853,0.9624170035,0.03571428571,0.9470138538,0.8400369094,1,1,1.333333333,0
1119,5,35,-1,6,0.5959412336,0.07879435894,0.01785714286,0.1317784044,0.01622306756,0,1,1,0
1120,3,22,1,4,0.954832253,0.2012698423,0.008928571429,0.3787754691,0.920147722,1,1,0.8571428571,0.25
1121,1,33,0,2,0.6290372644,0.7226809212,0.03571428571,0.8561252415,0.3618757056,1,0,1.6,0.25
1122,5,32,1,6,0.3935576617,0.9381621711,0.03571428571,0.8243994468,0.640653508,0,0,2.4,0.1
1123,5,28,-1,7,0.2038204345,0.5189358212,0.01785714286,0.6674851903,0.5078652598,1,1,1.5,0.2
1124,4,26,-1,6,0.2641139953,0.3289720986,0.008928571429,0.4236076116,0.9215600938,0,1,1.2,-0.1666666667
1125,4,30,0,6,0.212729665,0.896153372,0.02678571429,0.8472251671,0.1363595198,0,1,1,-0.125
1126,2,22,1,6,0.7895657955,0.3476512476,0.01785714286,0.2556705872,0.2362295909,1,0,1.333333333,0
1127,2,26,1,3,0.9787081023,0.7673115432,0.02678571429,0.4967550914,0.7583005858,1,0,1.6,0
1128,4,22,0,7,0.3262452584,0.1697994243,0.02678571429,0.5762217534,0.5113849883,1,0,1,1
1129,4,17,-1,3,0.145704748,0.9454357082,0,0.3467152987,0.5987627812,0,1,3,-1
1130,1,34,1,1,0.8356416143,0.09570185099,0.02678571429,0.02622925197,0.6721728058,0,1,1,-0.2
1131,4,17,1,4,0.1510465217,0.0871303785,0.03571428571,0.8963015899,0.3918793031,1,1,0.8571428571,0
1132,5,25,1,1,0.2498790251,0.9806228906,0.008928571429,0.8325825567,0.1841892579,1,1,0.75,0.1666666667
1133,5,16,-1,3,0.8290212865,0.657646308,0.01785714286,0.5778678442,0.1350366421,0,1,1.5,0
1134,3,16,0,3,0.9879735633,0.08494831091,0.01785714286,0.5568942828,0.4323553455,0,1,1.5,0
1135,3,35,1,4,0.5333043238,0.4571137614,0.03571428571,0.2504716009,0.569356155,0,1,0.75,0.1111111111
1136,3,25,-1,3,0.853207905,0.6971093471,0.02678571429,0.5511413476,0.1706952779,0,0,1.5,0.25
1137,3,19,-1,3,0.2819224983,0.5532402614,0.01785714286,0.3651546605,0.4278689948,1,0,1.2,0
1138,1,28,1,2,0.8929798714,0.3425229758,0.02678571429,0.6107135829,0.9065319771,1,0,1.714285714,0.5
1139,3,31,0,6,0.5810722022,0.2039955772,0.008928571429,0.3029579456,0.1142851537,1,0,1.5,0
1140,2,20,1,2,0.563592398,0.7558302204,0,0.151714507,0.7608396977,1,0,2.4,-0.1111111111
1141,1,19,-1,6,0.1414547558,0.6818131303,0.008928571429,0.08680794339,0.3432725794,1,0,1,0.3333333333
1142,2,23,-1,1,0.9802624237,0.5546745178,0,0.7137591618,0.621339194,1,1,1.333333333,-0.25
1143,2,21,1,4,0.8904006924,0.2202281307,0.008928571429,0.3177078475,0.6464876763,0,1,1.2,0.25
1144,2,20,0,3,0.8981076117,0.06367183594,0.008928571429,0.4451991274,0.8086110947,1,1,1.142857143,0
1145,4,16,1,2,0.8418430475,0.4706247874,0,0.4257215979,0.3953981025,0,0,1.6,0.1666666667
1146,1,31,1,4,0.8483778116,0.4589998991,0,0.06721785758,0.7746400442,0,1,2,-1
1147,3,34,0,6,0.2104510926,0.4912287779,0.02678571429,0.283029911,0.8397509758,1,0,2,0.5
1148,1,31,0,2,0.01545631284,0.1584623043,0.02678571429,0.3484901142,0.7987631387,0,0,1.714285714,0
1149,3,18,0,6,0.9516206602,0.9873850084,0,0.7602157207,0.4462803939,1,0,2,-0.1428571429
1150,5,28,-1,3,0.6882679876,0.5996303587,0.01785714286,0.4243801852,0.2233307705,1,0,1,0
1151,4,34,0,6,0.8405696627,0.1106037043,0.03571428571,0.7626289529,0.7422031349,0,0,1,-0.1
1152,5,22,-1,7,0.6431726821,0.5197687515,0.008928571429,0.0446269276,0.4502259203,0,1,2.4,-0.1666666667
1153,1,19,-1,6,0.5459234717,0.9173193627,0,0.7402878383,0.7278892602,0,1,1.714285714,-0.1
1154,2,22,1,4,0.5370445751,0.9751263532,0.01785714286,0.5711686212,0.9038264036,0,0,2,1
1155,4,33,1,5,0.5396843406,0.6346364196,0,0.18577458,0.3878494704,1,0,0.75,0.125
1156,1,23,0,6,0.2162683084,0.3726076488,0.03571428571,0.9226119462,0.1445153522,0,0,1.142857143,0
1157,1,21,1,5,0.3595242337,0.2117598277,0.02678571429,0.5178262552,0.6732708381,0,1,1.142857143,0
1158,4,32,-1,5,0.9214227445,0.1019996822,0.01785714286,0.6826358993,0.7122948602,0,1,1.6,0
1159,5,28,1,7,0.8034618427,0.5189307189,0,0.2760356288,0.6865448131,1,1,1.2,0
1160,3,34,1,7,0.3144475658,0.1793505606,0.01785714286,0.8745065993,0.4996664335,0,0,1,-0.5
1161,1,22,-1,1,0.3030954026,0.7414821046,0.008928571429,0.2408624888,0.4117296883,1,0,1.142857143,0.1111111111
1162,3,18,0,2,0.4354515331,0.9786962139,0,0.9304025177,0.1383096674,1,0,1,0
1163,3,26,0,6,0.560952999,0.4904487175,0.01785714286,0.9439895911,0.8072145347,0,0,3,0.2
1164,1,22,1,5,0.4547472133,0.3363960573,0.02678571429,0.7393258454,0.161193238,0,1,2,0.1111111111
1165,1,32,0,3,0.7308542034,0.3827372639,0.03571428571,0.7822911922,0.1199153013,1,0,1.5,-0.1
1166,3,32,0,4,0.001289655099,0.3655354829,0.03571428571,0.2872922977,0.4309441832,1,0,2.4,0
1167,4,23,1,4,0.007492328638,0.03728667047,0.008928571429,0.3140426645,0.9654269873,0,0,2,0.25
1168,1,35,0,6,0.9849305265,0.3822179841,0.02678571429,0.8639148783,0.3513050923,1,0,0.8571428571,0
1169,2,28,-1,6,0.6221562678,0.777402318,0.01785714286,0.2525875972,0.7263414568,0,1,0.75,0
1170,3,16,-1,3,0.9846270327,0.6955181573,0.01785714286,0.5154633301,0.7804304211,0,0,1.6,0
1171,1,27,-1,2,0.4244071916,0.7463828238,0.01785714286,0.6189720302,0.6914583797,1,0,1.714285714,0.1428571429
1172,5,20,1,4,0.2301936502,0.282189365,0.01785714286,0.9004069119,0.9060841377,0,0,2,0.25
1173,5,17,-1,1,0.5827698736,0.5409010503,0.03571428571,0.6439040953,0.7412801326,1,0,2,0.2
1174,3,28,0,4,0.9779538476,0.7990766146,0.03571428571,0.8331212266,0.9213583137,1,0,1.142857143,0.1428571429
1175,2,31,-1,5,0.4386314108,0.9859525422,0.02678571429,0.478029512,0.2887807785,1,1,2.4,0.25
1176,4,33,-1,5,0.1717179054,0.08312007203,0,0.07802399303,0.4375574083,0,1,2,0.1666666667
1177,3,16,1,7,0.2834754685,0.9425225593,0.02678571429,0.9695291102,0.2271366095,0,1,1.142857143,1
1178,4,16,0,5,0.925230821,0.4627573596,0.03571428571,0.7324402702,0.7049920815,1,1,1,0
1179,3,35,1,2,0.2466064007,0.4147983514,0,0.5754214296,0.2954425043,0,0,0.75,0.5
1180,2,32,-1,5,0.780328742,0.4267355107,0.008928571429,0.2738979139,0.8835717466,1,0,3,0
1181,1,24,0,3,0.6342999409,0.05249185475,0,0.4980429811,0.136325751,1,0,0.8571428571,-0.1
1182,5,17,1,4,0.3406156246,0.6474884269,0.03571428571,0.8676072288,0.5486322742,0,0,1,1
1183,5,31,1,6,0.8668928297,0.004743410874,0.01785714286,0.9757065334,0.3320997152,0,0,1.5,-0.1428571429
1184,3,16,1,4,0.6919982492,0.07636279828,0.03571428571,0.2632513197,0.05310737943,1,0,1,0
1185,2,28,0,1,0.6421093259,0.03862332485,0,0.13560705,0.4243338698,0,1,1.5,0
1186,1,29,1,7,0.6717519276,0.9664988665,0.02678571429,0.8469417487,0.2490533575,0,1,2,0
1187,5,21,1,4,0.4947042889,0.6852888404,0.02678571429,0.2511303189,0.7604964775,0,0,3,-0.3333333333
1188,4,24,0,3,0.194154818,0.7448797667,0.03571428571,0.5536939072,0.8381420992,0,0,1.5,0
1189,4,32,1,5,0.5174468658,0.7026145259,0.03571428571,0.6826740015,0.4950645367,0,0,1.5,-0.1666666667
1190,1,17,-1,5,0.3747293428,0.7661217065,0.02678571429,0.1468363911,0.4448987314,1,0,3,0
