Pilar,ID-PILAR,Authors,Title,Year,INDICE PARAMÉTRICO,Abstract,Author Keywords
,4,"Violino S., Figorilli S., Costa C., Pallottino F.",Internet of beer: A review on smart technologies from mash to pint,2020,"0,9829682297","The beer production chain includes some crucial steps regarding processing, delivery, service, and consumption that can benefit from the implementation of IoT (Internet of Things) based technologies. Large breweries implemented the use of sensors and digitization before smaller ones among which are craft breweries. Internet of Beer (IoB) technologies are becoming accessible to mid and small sized brewing companies. Therefore, the objective of this work is to review mainly low-cost IoB smart technologies that can be implemented from the mash to the final product and its service, to improve the brewing production, control, delivery, and final quality increasing profitability. The reviewed applications were retrieved both from the scientific databases and from the web. The work is structured in three macro areas such as beer processing, product logistics and traceability, and service. The results show a future trend characterized by a very fast increase in the use of IoB (also open source) systems to drive efficiency, productivity, quality, and safety. This will be done by real-time monitoring and a data-driven decision support system (DSS). Crucial aspects needing further investigation are data ownership and data standardization. The access price of IoB devices and software is destined for a significant decrease while their diversification on the market will grow leading to a massive future implementation within all the production levels. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",AI artificial intelligence; Big data; Blockchain; Craft beer; IoT internet of things; Microcontrollers
,4,Ryan M.,"The Future of Transportation: Ethical, Legal, Social and Economic Impacts of Self-driving Vehicles in the Year 2025",2020,"0,8130550652","Self-driving vehicles (SDVs) offer great potential to improve efficiency on roads, reduce traffic accidents, increase productivity, and minimise our environmental impact in the process. However, they have also seen resistance from different groups claiming that they are unsafe, pose a risk of being hacked, will threaten jobs, and increase environmental pollution from increased driving as a result of their convenience. In order to reap the benefits of SDVs, while avoiding some of the many pitfalls, it is important to effectively determine what challenges we will face in the future and what steps need to be taken now to avoid them. The approach taken in this paper is the construction of a likely future (the year 2025), through the process of a policy scenario methodology, if we continue certain trajectories over the coming years. The purpose of this is to articulate issues we currently face and the construction of a foresight analysis of how these may develop in the next 6 years. It will highlight many of the key facilitators and inhibitors behind this change and the societal impacts caused as a result. This paper will synthesise the wide range of ethical, legal, social and economic impacts that may result from SDV use and implementation by 2025, such as issues of autonomy, privacy, liability, security, data protection, and safety. It will conclude with providing steps that we need to take to avoid these pitfalls, while ensuring we reap the benefits that SDVs bring. © 2019, The Author(s).",Artificial intelligence; Big data; Ethics of self-driving vehicles; Philosophy of technology; Scenario foresight analysis; Self-driving cars
,4,"Virk S.S., Fulton J.P., Porter W.M., Pate G.L.",Row-crop planter performance to support variable-rate seeding of maize,2020,"0,4134061698","Current planting technology possesses the ability to increase crop productivity and improve field efficiency by precisely metering and placing crop seeds. Planter performance depends on determining and utilizing optimal settings for different planting variables such as seed depth, down pressure, and seed metering unit. The evolution of “Big Data” in agriculture today brings focus on the need for quality as-planted and yield mapping data. Therefore, an investigation was conducted to evaluate the performance of current planting technology for accurate placement of seeds while understanding the accuracy of as-planted data. Two studies consisting of two different setups on a 6-row, John Deere planter for seeding of maize (Zea mays L.) were conducted. The first study aimed at assessing planter performance at 2 depth settings (25 and 51 mm) and four different down pressure settings (varying from none to high), while the second study focused on evaluating planter performance during variable-rate seeding with treatments consisting of two seed metering units (John Deere Standard and Precision Planting’s eSet setups) with five different seeding rates and four ground speed treatments which provided a combination of 20 different meter speeds. Field data collection consisted of measuring plant emergence, plant population and seed depth whereas plant spacing, plant population after emergence along with distance and location for rate changes within the field were also recorded for the variable-rate seeding study. Results indicated that both depth setting and downforce affected final seeding depth. Measured seed depth was significantly different from the target depth even though time was spent adjusting the units to achieve the desired prior to planting. Crop emergence did not vary significantly for the different depth and downforce settings except for target depth in Field 1. Results from the variable-rate study indicated that seeding rate changes were accomplished within a quick response time (< 1 s) at all ground speeds regardless of magnitude of rate change. Data showed that planter performance in terms of emergence and plant spacing CV was comparable for most of the meter speeds (17.4–33.5 rpm) among the two seed meters utilized in the study. Plant spacing CV increased with an increase in meter speed, however no significant differences existed among meter speeds in the range of 17.4–33.5 rpm. Results implied that correct seed metering unit setup is very critical to obtain expected performance of today’s planting technology. A concerning find was that the quality of as-applied maps from the commercial variable-rate display was not reflective of the actual planter performance in the field. The study recommended that operators need to ensure the correct planter and display setups in order to achieve needed seed placement performance to support variable-rate seeding. © 2019, The Author(s).",Downforce; Maize; Planter performance; Seed depth; Seed metering; Variable-rate
,4,"Samara D., Magnisalis I., Peristeras V.",Artificial intelligence and big data in tourism: a systematic literature review,2020,"0,02219828349","Purpose: This paper aims to research, identify and discuss the benefits and overall role of big data and artificial intelligence (BDAI) in the tourism sector, as this is depicted in recent literature. Design/methodology/approach: A systematic literature review was conducted under the McKinsey’s Global Institute (Talwar and Koury, 2017) methodological perspective that identifies the four ways (i.e. project, produce, promote and provide) in which BDAI creates value. The authors enhanced this analysis methodology by depicting relevant challenges as well. Findings: The findings imply that BDAI create value for the tourism sector through appropriately identified disseminations. The benefits of adopting BDAI strategies include increased efficiency, productivity and profitability for tourism suppliers combined with an extremely rich and personalized experience for travellers. The authors conclude that challenges can be bypassed by adopting a BDAI strategy. Such an adoption will stand critical for the competitiveness and resilience of existing established and new players in the tourism sector. Originality/value: Besides identifying the benefits that BDAI brings in the tourism sector, the research proposes a guidebook to overcome challenges when introducing such new technologies. The exploration of the BDAI literature brings important implication for managers, academicians and consumers. This is the first systematic review in an area and contributes to the broader e-commerce marketing, retailing and e-tourism research. © 2020, Emerald Publishing Limited.",Artificial intelligence; Big data; Business value; Literature review; Tourism
,4,"Tesch da Silva F.S., da Costa C.A., Paredes Crovato C.D., da Rosa Righi R.",Looking at energy through the lens of Industry 4.0: A systematic literature review of concerns and challenges,2020,"0,6905692031","The concept of Industry 4.0 is gaining more and more attention worldwide, where technologies related to the Internet of Things (IoT), Big Data (BD), and Cyber-Physical Systems (CPS) are combined to achieve a higher level of operational efficiency, productivity, and automatization. Although highlighting these benefits, smart factories also need to be sustainable and renewable in terms of energy. Estimations show that factory activities use about 35% of the entire global electricity supply, also producing about 20% of the total carbon emissions. In this context, this article analyzes the impact of energy on the scope of Industry 4.0. A systematic literature review was proposed exploring recent studies in smart manufacturing and energy consumption fields. The search was guided by research questions and based on PICOC (population, intervention, comparison, outcome, and context) criteria. A group of articles was selected and evaluated with the intent to answer the inquiries. As a result, more than 2,500 papers published over the past ten years have been revised. Besides, the most critical topics in the sector of energy consumption in smart factories were pointed out, through a reliable method of selection of articles. The contributions consist of identifying open questions and challenges in the area, in addition to proposing a novel taxonomy to reorganize initiatives that correlate the use of energy and the new requirements of the Industry 4.0. Moreover, this survey is a pioneer on detailing energy (consumption and harvesting) and the novel concerns in the Industry 4.0 (Radio Frequency technologies, IoT, CPS, Artificial Intelligence and Data Science). © 2020 Elsevier Ltd",Energy; Industry 4.0; IoT; Power behaviour; Sustainability
,4,Zelenyuk V.,Aggregation of inputs and outputs prior to Data Envelopment Analysis under big data,2020,"0,2076892437","The main goal of this paper is to explore the possible solutions to a ‘big data’ problem related to the very large dimensions of input–output data. In particular, we focus on the cases of severe ‘curse of dimensionality’ problem that require dimension-reduction prior to using Data Envelopment Analysis. To achieve this goal, we have presented some theoretical grounds and performed a new to the literature simulation study where we explored the price-based aggregation as a solution to address the problem of very large dimensions. © 2019 Elsevier B.V.",Big data; Data Envelopment Analysis; Efficiency; Productivity
,4,"Sivarajah U., Irani Z., Gupta S., Mahroof K.",Role of big data and social media analytics for business to business sustainability: A participatory web context,2020,"0,691991755","The digital transformation is an accumulation of various digital advancements, such as the transformation of the web phenomenon. The participatory web that allows for active user engagement and gather intelligence has been widely recognised as a value add tool by organisations of all shapes and sizes to improve business productivity and efficiency. However, its ability to facilitate sustainable business-to-business (B2B) activities has lacked focus in the business and management literature to date. This qualitative research is exploratory in nature and fills this gap through findings arising from interviews of managers and by developing taxonomies that highlight the capability of participatory web over passive web to enable different firms to engage in business operations. For this purpose, two important interrelated functions of business i.e. operations and marketing have been mapped against three dimensions of sustainability. Consequently, this research demonstrates the ability of big data and social media analytics within a participatory web environment to enable B2B organisations to become profitable and remain sustainable through strategic operations and marketing related business activities. The research findings will be useful for both academics and managers who are interested in understanding and further developing the business use of participatory web tools to achieve business sustainability. Hence, this may be considered as a distinct way of attaining sustainability. © 2019 The Authors",Big data; Business sustainability; Business-to-business (B2B); Marketing and operations; Participatory web; Social media analytics
,4,"Tan H.-S., Ivander, Oktarina R., Reynaldo V., Sharina C.",Conceptual development of learning factory for industrial engineering education in Indonesia context as an enabler of students' competencies in industry 4.0 era,2020,"0,2751222225","Industry 4.0 becomes more and more important in recent years because manufacturing industries are facing huge challenges in improving productivity for global competition. Industry 4.0 provides new opportunities to improve the resource and process efficiencies by combining information and communication technologies such as autonomous robots, internet of things, cloud computing, big data, augmented reality, additive manufacturing, etc. This integrated cyber-physical production system raise complexity within production system that implies new competencies required for industrial engineers which has been proven for years that the role of industrial engineer greatly influences a manufacturing industry's success by designing, implementing, improving and optimizing a complex processes of an integrated systems that consist of people, money, knowledge, information, equipment, energy and materials. The competencies required in Industry 4.0 could be categorized under technical competencies and social competencies. A learning factory with real world system is often used to train students a new set of competencies by hands-on and direct experiences. Therefore, a learning factory can make a substantial contribution to competencies enhancement for industrial engineering students. This paper presents a conceptual of Industry 4.0 Lab as a learning factory for industrial engineering education as an enabler of students' competencies in industry 4.0 era. A fully automated small production of filling bottle system integrating and demonstrating various Industry 4.0 concepts technologies is chosen. The learning modules and didactic approach are developed by integrating industrial engineering body of knowledge, Industry 4.0 value drives and Industry 4.0 levers in the creation of technical and social competencies required. © 2020 Published under licence by IOP Publishing Ltd.",competencies; industrial engineering; Industry 4.0; learning factory
Clud computing,5,"Asghari A., Sohrabi M.K., Yaghmaee F.",A cloud resource management framework for multiple online scientific workflows using cooperative reinforcement learning agents,2020,"0,4058924292","Cloud is a common distributed environment to share strong and available resources to increase the efficiency of complex and heavy calculations. In return for the cost paid by cloud users, a variety of services have been provided for them, the quality of which has been guaranteed and the reliability of their corresponding resources have been supplied by cloud service providers. Due to the heterogeneity of resources and their several shared applications, efficient scheduling can increase the productivity of cloud resources. This will reduce users’ costs and energy consumption, considering the quality of service provided for them. Cloud resource management can be conducted to obtain several objectives. Reducing user costs, reducing energy consumption, load balancing of resources, enhancing utilization of resources, and improving availability and security are some of the key objectives in this area. Several methods have been proposed for cloud resource management, most of which are focused on one or more aspects of these objectives of cloud computing. This paper introduces a new framework consisting of multiple cooperative agents, in which, all phases of the task scheduling and resource provisioning is considered and the quality of service provided to the user is controlled. The proposed integrated model provides all task scheduling and resource provisioning processes, and its various parts serve the management of user applications and more efficient use of cloud resources. This framework works well on dependent simultaneous tasks, which have a complicated process of scheduling because of the dependence of its sub-tasks. The results of the experiments show the better performance of the proposed model in comparison with other cloud resource management methods. © 2020 Elsevier B.V.",Cloud computing; Cooperative agents; Dependent tasks; Markov game; Reinforcement learning; Resource management
,5,"Mamela T.L., Sukdeo N., Mukwakungu S.C.",Adapting to Artificial Intelligence through workforce re-skilling within the banking sector in South Africa,2020,"0,3323520351","This research paper intends to inspire the banking sector to re-skill the workforce! and present the opportunities in re-skilling the banking Institution's workforces in South Africa to adapt to the roll-out of Artificial Intelligence technologies. The research addresses the factors that contribute to the worker's re-skilling and the skills that are needed for the banking workforce to survive in the competitive labor market of the fourth industrial revolution which may result in the obsolete of many job skills. This research also consider the relevant skills and competencies that will be on-demand by the future banking workforces to enable them to suceessfully adapt to the aspects of the 4IR technological innovations inclusive of the AI toolset such as machine learning, blockchain, nanotechnology, robotics, Internet of Things, biotechnology, cloud computing and so forth, which may ultimately impact the workforce's performance and productivity in the banking institutions. The research uses descriptive statistics and inferential statistics. The research has achieved results based on the assessment of the relationship between workforces' capabilities and the components that make up Artificial Intelligence toolset. The findings show that the adaptation of AI strongly depends on most of the stated skills, therefore banks are required to re-skill their workforces to adapt to AI advanced technologies to make them relevant in the future. Re-skilling the banking workforce to cooperate and collaborate effectively with Artificial Intelligence will enable not only efficiency but futuristic innovation and continuous growth. © 2020 IEEE.",Artificial intelligence; Banking institution; Machinelearning; Robotics; Workforce
,5,"Khatri S., Pandey D.K., Penkar D.",Artificial intelligence and future employment,2020,"0,8150964712","AI, as one of the technologies of industry 4.0, is bringing dramatic influence in the existing working setup of organization. AI demands newer work, newer skill-sets, throwing newer challenges, a totally new perspective. This perspective is based on the primary and secondary data collected. There is no single cookie cutter for all challenges. To be future ready, organizations need to prepare themselves through the employment strategies of skill enhancement, new skill development and re-skilling of its human intellect. Whilst AI may threaten to make humans redundant in certain kinds of jobs, it surely opens new vistas for skill-sets, which would be required to manage the new workplaces, and the future employment processes will have to be created around these technologies. The field of AI is growing at break-neck speed, so there are newer things emerging every single day. So this perspective is dated with respect to analysis and outcomes, which have potential to be revisited in short & medium term. It requires different talent, skills & techniques for defining solutions and challenging current employment processes. AI Automation, IoT, Cloud computing, Cognitive computing; has been mesmerizing the workplaces. Whilst all the advances in connected world bring about efficiencies and productivity, these create and influence and support employment processes and pose challenges for the organization, fuelling start-ups and entrepreneurship as social and economic development. The field of AI and its influence on HR is an emerging field, with lot of work being done globally. However, how is AI challenging and creating employment opportunities in the organization and helping development of the society is the key areas of study in this paper.This paper elaborates on the usage of AI for future employment opportunities & challenges. © 2020, World Academy of Research in Science and Engineering. All rights reserved.",Artificial Intelligence; Challenges and Opportunities; Employment; Entrepreneurship; Human Resources development
,5,"Sun K., Zhao Q., Zou J.",A review of building occupancy measurement systems,2020,"0,4112057763","The human dimension information is crucial for efficient building energy saving, health and productivity, comfort conditions and security management. A great number of studies have been developed for occupancy information measurement. However, existing review work has limited coverage on emerging images/videos based methods. In this paper, many occupancy measurement systems based on different sensors are reviewed, especially images/videos based methods. We conduct a comprehensive analysis based on different types (non-depth or depth cameras) and different installed locations (the room entrance or interior) of cameras. Considering the motion and static image information, we categorize these studies and compare the merits and limitations. As for other sensors, Wireless Fidelity (WiFi), Passive Infrared (PIR) sensors, carbon dioxide (CO2) sensors, electricity meters, this paper analyzes and discusses their applicable scopes and limitations. Sensor fusion method tends to perform better because different sensors can compensate each other. Moreover, future trends are presented, including the fifth generation mobile network (5 G), cloud computing platform and artificial intelligence especially deep learning technologies © 2020 Elsevier B.V.",Building energy; Camera; Deep learning; Human dimension; Occupancy measurement; Sensor fusion
,5,"Ali O., Osmanaj V.",The role of government regulations in the adoption of cloud computing: A case study of local government,2020,"0,4362219506","Cloud computing is a technology that facilitates improved productivity, improved efficiency and lower costs. This technology has the potential to improve the reliability and scalability of organizational systems and leads to an enhanced focus on core business and strategy. Despite the Australian Federal Government's ‘cloud-first’ strategy and policies and the Queensland State Government's ‘digital-first’ strategy, the adoption of cloud services at the local government level has been limited, largely due to a lack of specificity among government regulations and a lack of regulations that provide support to local governments. This empirical study deploys a mixed research method designed to develop a cloud regulations model to assist governments in adopting cloud computing services. By integrating Australian Cloud Policy Frameworks with the extant research on cloud computing, this study conducted 21 field interviews with Information Technology (IT) managers and surveyed 480 IT staff from Australia's 47 local governments. This research paper presents and validates a revised set of factors used to develop government regulations specific to cloud computing adoption. The factors that we found to be statistically significant were cost, quality of services, security, privacy, management, government-based facilitating conditions, and firm-based facilitating conditions regulations. Based on these findings, this research concludes that government regulation is a significant aspect in decision making for the adoption of any new technology such as cloud computing. © 2020",Adoption; Australian policy framework; Cloud computing; Government regulation; Local governments
,5,"Xin Y., Adler P.R.",Mapping Miscanthus using multi-temporal convolutional neural network and google earth engine,2019,"0,06064418012","Grasslands play an essential role in ecology and agriculture. Accurately mapping the grasslands at a large scale is essential for productivity monitoring, policymaking, and environmental assessment. The advancements in remote sensing and machine learning technologies have enabled the generation of high accuracy national level crop layers. Although the national crop layer for the US includes grasslands, it does not differentiate them well at the species level. To fill the gap of mapping grassland at the national scale with high accuracy, we used a Convolutional Long Short-Term Memory (Convolutional-LSTM) neural network model for grass identification using multi-temporal Sentinel-2 images. Miscanthus (Miscanthus x giganteus) is used as a case study for this short paper. The classification of Miscanthus using the Convolutional-LSTM model yielded a 98.8% accuracy, which is significantly higher than the 92% accuracy produced by a benchmark model 3-layer fully connected neural network. Additionally, we demonstrated the efficiency and effectiveness of cloud computing practices by implementing the entire analytical process in a cloud-based environment. © 2019 Copyright held by the owner/author(s). Publication rights licensed to ACM.",Agriculture; Deep learning; Grassland classification; Remote sensing
,5,"Sun J., Xiong H., Deng R.H., Zhang Y., Liu X., Cao M.",Lightweight Attribute-Based Keyword Search with Policy Protection for Cloud-Assisted IoT,2019,"0,6164475398","With the deep integration of the Internet of Things (IoT) and cloud computing, cloud-oriented IoT is embraced as an important paradigm for efficiency and productivity. On the other hand, it is also becoming an increasingly attractive target for cybercriminals, who attempt to breach data security and privacy. As a potential and promising solution to secure data, ciphertext-policy attribute-based keyword search (CP-ABKS) can provide both fine-grained keyword search and access control over the encrypted data. However, prior CP-ABKS schemes either fail to support lightweight computation or lack of policy protection. In this paper, with offline computation and inner product encryption, we propose a lightweight CP-ABKS scheme with policy protection, such that the encrypted data can be efficiently retrieved and accessed by data users in a fine-grained manner without leaking any sensitive information. We prove the correctness of the proposed scheme and its security in the standard model under the Decisional Bilinear Diffie-Hellman (DBDH) assumption. We also implement our proposed scheme to demonstrate its efficiency. © 2019 IEEE.",attribute-based keyword search; Internet of Things; policy protection
,5,"Vimala M., Ranjan R.",Energy efficient clustering using MMHC (Modified multi-hop clustering),2019,"0,9889721864","In recent years, the WSN has been widely used for building the DSS (Decision Support System) for solving the real-world problem. Moreover, out of several fields, one of the interesting field that requires DSS is monitoring of agriculture environment. Nowadays, Monitoring agriculture environment has become one of the essential field. A smart WSN system is capable of collecting as well as processing the huge data by monitoring the soil conditions, weather situation and others. Hence, IoT (Internet of Things) is employed in order to enhance the productivity and efficiency in the agriculture sector. IoT integrates the various technology such as RFI (Radio Frequency Identification), cloud computing, end-user applications and middleware system. Hence, it is obvious to obtain the higher efficiency for DC (Data Collection). In this paper shared based algorithm known as MMHC (Modified Multi-Hop Clustering) is proposed, this algorithm has three stage i.e. assembling, coupling and removing the redundant nodes. In this modified more than one node can be selected in the other two stage and the more than one node can be removed in third stage, this in terms helps in achieving higher efficiency. Later in order to evaluate the algorithm and prove the efficiency of our proposed algorithm, Comparative analysis is done with the Leach protocol based on the several parameter and it clearly shows that our model outperforms the Existing i.e. Leach algorithm. © BEIESP.",Clustering; MMHC; Shared Algorithm; Wireless networks
,5,"Anand R., Sethi D., Sharma K., Gambhir P.",Soil Moisture and Atmosphere Components Detection System Using IoT and Machine Learning,2019,"0,3897079996","Monitoring of soil is a rising thing which has the possibility to improve agricultural activities, grow efficiency and productivity. Soil has the basic parameters like temperature and moisture content through which we can characterize the soil types. Proper decision can be taken through soil type like the choices of crops sown. This paper presents the system that test the quality of soil and according to that predict the suitable crop type to be planted. Proposed model uses Node MCU ESP8266 as a microcontroller. Temperature sensor, rain sensor and moisture sensor are used to collect different parameters from the farm. ThingSpeak Cloud server which is an open cloud platform is used to store the data. Machine learning algorithm is used to predict the type of crop. The farmer gets the appropriate message helpful for crop production decision making. © 2019 IEEE.",cloud server; machine learning; microcontroller; sensor
,5,"Dalmarco G., Ramalho F.R., Barros A.C., Soares A.L.",Providing industry 4.0 technologies: The case of a production technology cluster,2019,"0,1741259565","The concept of industry 4.0 (i4.0) encompasses the integration of different technologies into an autonomous, knowledge- and sensor-based, self-regulating production system. Our objective is to synthesize which are the challenges and opportunities of adopting i4.0 from the perspective of technology provider companies. A single-case research was conducted with ten companies at the Portuguese Production Technologies Cluster. Based on i4.0 technologies – Augmented reality; Additive Manufacturing; Big Data; Cloud Computing; Cyber-Physical Systems; Cybersecurity; Smart Robotics; Simulation; and System Integration – interviewees mentioned that the main adoption challenges are the analysis of data generated, integration of new technologies with available equipment and workforce, and computational limitations. The main opportunities are improvements in: efficiency; flexibility; productivity; cybersecurity; quality of products and services; and decision process due to data analysis. Interviewees have also foreseen changes in company's business model through the integration of internal resources with complementary activities of their partners and other cluster companies. © 2019 Elsevier Inc.",Industry 4.0; Portugal; Technology adoption; Technology management; Technology provider companies
Realidad aumentada,6,"Deneke C., Moenck K., Schuppstuhl T.",Augmented Reality Based Data Improvement for the Planning of Aircraft Cabin Conversions,2020,"0,1007827547","The introduction of digitalization technologies and methods into existing industrial processes can be seen in all industry sectors. The goal is to increase efficiency and productivity. In the aircraft industry, processes are still marked by paper-based documentation and a lack of digitalized data. This is especially the case in the planning of aircraft cabin maintenance, repair and overhaul (MRO). This causes regularly unexpected problems during MRO tasks and an extension of costly aircraft ground times. This paper describes a concept of increasing the planning reliability by implementing Augmented Reality (AR) into existing processes as a digitalization technology for the purpose of data acquisition. For this, the particular challenges of the addressed application need to be taken into account. The paper also describes a developed software tool. This tool is designed to make the acquired data accessible to planning engineers. © 2020 IEEE.",aircraft cabin conversion; augmented reality; data quality
,6,"Tan H.-S., Ivander, Oktarina R., Reynaldo V., Sharina C.",Conceptual development of learning factory for industrial engineering education in Indonesia context as an enabler of students' competencies in industry 4.0 era,2020,"0,5034325178","Industry 4.0 becomes more and more important in recent years because manufacturing industries are facing huge challenges in improving productivity for global competition. Industry 4.0 provides new opportunities to improve the resource and process efficiencies by combining information and communication technologies such as autonomous robots, internet of things, cloud computing, big data, augmented reality, additive manufacturing, etc. This integrated cyber-physical production system raise complexity within production system that implies new competencies required for industrial engineers which has been proven for years that the role of industrial engineer greatly influences a manufacturing industry's success by designing, implementing, improving and optimizing a complex processes of an integrated systems that consist of people, money, knowledge, information, equipment, energy and materials. The competencies required in Industry 4.0 could be categorized under technical competencies and social competencies. A learning factory with real world system is often used to train students a new set of competencies by hands-on and direct experiences. Therefore, a learning factory can make a substantial contribution to competencies enhancement for industrial engineering students. This paper presents a conceptual of Industry 4.0 Lab as a learning factory for industrial engineering education as an enabler of students' competencies in industry 4.0 era. A fully automated small production of filling bottle system integrating and demonstrating various Industry 4.0 concepts technologies is chosen. The learning modules and didactic approach are developed by integrating industrial engineering body of knowledge, Industry 4.0 value drives and Industry 4.0 levers in the creation of technical and social competencies required. © 2020 Published under licence by IOP Publishing Ltd.",competencies; industrial engineering; Industry 4.0; learning factory
,6,"Coscetti S., Moroni D., Pieri G., Tampucci M.",Factory Maintenance Application Using Augmented Reality,2020,"0,9173077388","Tissue converting lines represent one of the key plant in the paper production field: with them, paper tissue is converted into its final form for domestic and sanitary usage. One of the key points of the tissue converting lines is the productivity and the possibility to follow conversion process at relativity low cost. Despite the actual lines have yet an high productivity, the study of the state of the art has shown that choke points still exist, caused by inadequate automation. In this paper, we present the preliminary results of a project which aims at removing such obstacle towards complete automation, by introducing a set of innovations based on ICT solutions applied to advanced automation. In detail, advanced computer vision and video analytics methods will be applied to pervasively monitor converting lines and to automatically extract process information in order to self-regulate specific machine and global parameters. Big data analysis methodologies will be also integrated to obtain new knowledge and infer optimal management models which could be used for the predictive maintenance. Augmented reality interfaces are being designed and developed to support converting line monitoring and maintenance, both ordinary and extraordinary. An Artificial Intelligence module provides suggestions and instructions to the operators in order to guarantee production level even in case of unskilled staff. The automation of such processes will improve factory safety, decrease manual interventions and, thus, will increase production line up-time and efficiency. © 2020 ACM.",artificial intelligence; augmented reality; factory of the future; tissue converting
,6,"Čujan Z., Fedorko G., Mikušová N.",Application of virtual and augmented reality in automotive,2020,"0,3219600169","Nowadays, virtual reality enters engineering work. It is widely used in various sectors. It brings new possibilities that result is increasing of productivity and reliability of production, quality of products and processes. One of the areas where virtual reality has been used more and more is logistics. Virtual reality and especially augmented reality offer above all in the area of logistics a perspective related with increasing of effectiveness of processes.Wide possibilities for virtual reality use in logistics can be found in the automotive industry. The paper describes an application of the method of video-mapping in storage logistics. The paper also describes its practical use as a tool for increasing the efficiency of logistics processes, which was presented by a reduction of the processing time of the shipment picking by 10%. The paper also points out the possibilities for applying this method in other industrial areas, it is possible to use the experience gained in automotive and described in this paper. © 2020 Z. Čujan et al., published by De Gruyter 2020.",augmented reality; logistics; Virtual reality
,6,"Zapata-Paulini J.E., Soto-Cordova M.M., Lapa-Asto U.",A Mobile Application with Augmented Reality for the Learning of the Quechua Language in Pre-School Children,2019,"0,07972403646","In Peru, Quechua-speaking people decrease every year due to disinterest, discrimination, lack of motivation for language learning even more in educational centers, lack of teachers willing to teach the language and lack of teaching materials with which children can interact during His learning. Augmented Reality (AR) is a great ally of education providing efficiency, productivity and increasing the interest of students in their academic activities. This paper is structured and implemented an application with AR for the learning of Quechua in preschool children, which will give children the possibility to connect with their environment, their own history and their ancestors in a fun way, and grow with a different awareness of the others, in addition to providing linguistic stimuli achieving greater ease for learning other languages, since after mastering this language develops skills for new learning. © 2019 IEEE.",augmented reality; design thinking; mobile application
,6,"Coscetti S., Moroni D., Pieri G., Tampucci M.",Augmented reality for tissue converting maintenance,2019,"0,6766922076","Tissue converting lines represent one of the key plants in the paper production field: thanks to them, paper tissue is converted into its final form for domestic and sanitary usage. One of the critical points of the tissue converting lines is the productivity and the possibility to follow the conversion process at a relatively low cost. Although the actual lines have high productivity yet, the study of state of the art has shown that choke-points still exist, caused by inadequate automation. In this paper, we present the preliminary results of a project which aims at removing such obstacles towards complete automation, by introducing a set of innovations based on ICT solutions applied to advanced automation. In detail, advanced computer vision and video analytics methods will be applied to monitor converting lines pervasively and to extract automatically process information to self-regulate either specific machine and global parameters. Augmented reality interfaces are being designed and developed to support converting line monitoring and maintenance, both ordinary and extraordinary. An Artificial Intelligence module provides suggestions and instructions to the operators in order to guarantee the production level even in the case of unskilled staff. The automation of such processes will improve factory safety, decrease manual interventions, and, thus, will increase production line up-time and efficiency. © 2019 IEEE.",Artificial intelligence; Augmented reality; Factory of the future; Tissue converting
,6,"Dalmarco G., Ramalho F.R., Barros A.C., Soares A.L.",Providing industry 4.0 technologies: The case of a production technology cluster,2019,"0,3666837904","The concept of industry 4.0 (i4.0) encompasses the integration of different technologies into an autonomous, knowledge- and sensor-based, self-regulating production system. Our objective is to synthesize which are the challenges and opportunities of adopting i4.0 from the perspective of technology provider companies. A single-case research was conducted with ten companies at the Portuguese Production Technologies Cluster. Based on i4.0 technologies – Augmented reality; Additive Manufacturing; Big Data; Cloud Computing; Cyber-Physical Systems; Cybersecurity; Smart Robotics; Simulation; and System Integration – interviewees mentioned that the main adoption challenges are the analysis of data generated, integration of new technologies with available equipment and workforce, and computational limitations. The main opportunities are improvements in: efficiency; flexibility; productivity; cybersecurity; quality of products and services; and decision process due to data analysis. Interviewees have also foreseen changes in company's business model through the integration of internal resources with complementary activities of their partners and other cluster companies. © 2019 Elsevier Inc.",Industry 4.0; Portugal; Technology adoption; Technology management; Technology provider companies
,6,"Li K., Tian G.Y., Chen X., Tang C., Luo H., Li W., Gao B., He X., Wright N.",AR-Aided Smart Sensing for In-Line Condition Monitoring of IGBT Wafer,2019,"0,3479335061","This paper describes an augmented reality (AR)-aided smart sensing technique for in-line condition monitoring of insulated-gate bipolar transistor (IGBT) wafers. A series of signal processing algorithms are applied for enabling sensor intelligence. Based on electromagnetic infrared-visible fusion (IVF), a supplementary palpable three-dimensional thermography layer is integrated with an IGBT wafer in real world environment. Before the IVF, independent component analysis is implemented to identify defects in the wafer. The proposed AR-aided smart sensing technique enhances user's perception and interaction between the industrial systems and the surrounding world. In contrast to conventional sensor techniques, it provides nondestructive testing and evaluation based high-throughput in-line condition monitoring method. The advantages of noncontact and time efficient of this smart sensing technique potentially bring huge benefit to yield management and production efficiency. AR-aided smart sensing can improve the productivity, quality, and reliability of power electronic materials and devices, as well as in other industrial applications. © 1982-2012 IEEE.",Augmented reality (AR); eddy current pulsed thermography; IGBT; nondestructive testing; smart sensing; wafers
